Dataset,Experiment,Seed,Loss,Conf,Alpha,Beta,N,Do,RF Acc,MMD,MAE x3
collider-linear,9,50,mse,MSE,1.0,0.0,100,x2=0.0,0.55,0.01304,0.52984
collider-linear,10,51,mse,MSE,1.0,0.0,100,x2=0.0,0.625,0.01566,0.55669
collider-linear,1,42,hybrid,HYBRID_ALPHA0.9_BETA0.1,0.9,0.1,100,x2=0.0,0.575,0.02276,0.60077
collider-linear,2,43,hybrid,HYBRID_ALPHA0.9_BETA0.1,0.9,0.1,100,x2=0.0,0.6,0.02701,0.56193
collider-linear,3,44,hybrid,HYBRID_ALPHA0.9_BETA0.1,0.9,0.1,100,x2=0.0,0.5,0.01202,0.6351
collider-linear,4,45,hybrid,HYBRID_ALPHA0.9_BETA0.1,0.9,0.1,100,x2=0.0,0.65,0.02979,0.73453
collider-linear,5,46,hybrid,HYBRID_ALPHA0.9_BETA0.1,0.9,0.1,100,x2=0.0,0.55,0.02195,0.60431
collider-linear,6,47,hybrid,HYBRID_ALPHA0.9_BETA0.1,0.9,0.1,100,x2=0.0,0.575,0.01598,0.52913
collider-linear,7,48,hybrid,HYBRID_ALPHA0.9_BETA0.1,0.9,0.1,100,x2=0.0,0.5,0.01429,0.58772
collider-linear,8,49,hybrid,HYBRID_ALPHA0.9_BETA0.1,0.9,0.1,100,x2=0.0,0.575,0.02228,0.56265
collider-linear,9,50,hybrid,HYBRID_ALPHA0.9_BETA0.1,0.9,0.1,100,x2=0.0,0.525,0.0132,0.52472
collider-linear,10,51,hybrid,HYBRID_ALPHA0.9_BETA0.1,0.9,0.1,100,x2=0.0,0.6,0.01545,0.5589
collider-linear,1,42,hybrid,HYBRID_ALPHA0.8_BETA0.2,0.8,0.2,100,x2=0.0,0.55,0.02547,0.59886
collider-linear,2,43,hybrid,HYBRID_ALPHA0.8_BETA0.2,0.8,0.2,100,x2=0.0,0.6,0.02229,0.55686
collider-linear,3,44,hybrid,HYBRID_ALPHA0.8_BETA0.2,0.8,0.2,100,x2=0.0,0.525,0.01168,0.62424
collider-linear,4,45,hybrid,HYBRID_ALPHA0.8_BETA0.2,0.8,0.2,100,x2=0.0,0.675,0.03048,0.7435
collider-linear,5,46,hybrid,HYBRID_ALPHA0.8_BETA0.2,0.8,0.2,100,x2=0.0,0.55,0.02147,0.59564
collider-linear,6,47,hybrid,HYBRID_ALPHA0.8_BETA0.2,0.8,0.2,100,x2=0.0,0.525,0.01445,0.50567
collider-linear,7,48,hybrid,HYBRID_ALPHA0.8_BETA0.2,0.8,0.2,100,x2=0.0,0.5,0.01309,0.57793
collider-linear,8,49,hybrid,HYBRID_ALPHA0.8_BETA0.2,0.8,0.2,100,x2=0.0,0.625,0.02883,0.57525
collider-linear,9,50,hybrid,HYBRID_ALPHA0.8_BETA0.2,0.8,0.2,100,x2=0.0,0.6,0.01813,0.6761
collider-linear,10,51,hybrid,HYBRID_ALPHA0.8_BETA0.2,0.8,0.2,100,x2=0.0,0.5,0.01534,0.59215
collider-linear,1,42,hybrid,HYBRID_ALPHA0.7_BETA0.3,0.7,0.3,100,x2=0.0,0.55,0.02441,0.59701
collider-linear,2,43,hybrid,HYBRID_ALPHA0.7_BETA0.3,0.7,0.3,100,x2=0.0,0.6,0.02658,0.54387
collider-linear,3,44,hybrid,HYBRID_ALPHA0.7_BETA0.3,0.7,0.3,100,x2=0.0,0.5,0.01117,0.61966
collider-linear,4,45,hybrid,HYBRID_ALPHA0.7_BETA0.3,0.7,0.3,100,x2=0.0,0.675,0.0305,0.7441
collider-linear,5,46,hybrid,HYBRID_ALPHA0.7_BETA0.3,0.7,0.3,100,x2=0.0,0.55,0.02052,0.58674
collider-linear,6,47,hybrid,HYBRID_ALPHA0.7_BETA0.3,0.7,0.3,100,x2=0.0,0.525,0.01366,0.50769
collider-linear,7,48,hybrid,HYBRID_ALPHA0.7_BETA0.3,0.7,0.3,100,x2=0.0,0.525,0.01317,0.57948
collider-linear,8,49,hybrid,HYBRID_ALPHA0.7_BETA0.3,0.7,0.3,100,x2=0.0,0.575,0.02918,0.58085
collider-linear,9,50,hybrid,HYBRID_ALPHA0.7_BETA0.3,0.7,0.3,100,x2=0.0,0.6,0.01698,0.66453
collider-linear,10,51,hybrid,HYBRID_ALPHA0.7_BETA0.3,0.7,0.3,100,x2=0.0,0.55,0.01406,0.59724
collider-linear,1,42,hybrid,HYBRID_ALPHA0.6_BETA0.4,0.6,0.4,100,x2=0.0,0.525,0.02401,0.60188
collider-linear,2,43,hybrid,HYBRID_ALPHA0.6_BETA0.4,0.6,0.4,100,x2=0.0,0.675,0.028,0.55149
collider-linear,3,44,hybrid,HYBRID_ALPHA0.6_BETA0.4,0.6,0.4,100,x2=0.0,0.525,0.01099,0.61021
collider-linear,4,45,hybrid,HYBRID_ALPHA0.6_BETA0.4,0.6,0.4,100,x2=0.0,0.675,0.02934,0.72312
collider-linear,5,46,hybrid,HYBRID_ALPHA0.6_BETA0.4,0.6,0.4,100,x2=0.0,0.55,0.01873,0.5762
collider-linear,6,47,hybrid,HYBRID_ALPHA0.6_BETA0.4,0.6,0.4,100,x2=0.0,0.6,0.01358,0.50807
collider-linear,7,48,hybrid,HYBRID_ALPHA0.6_BETA0.4,0.6,0.4,100,x2=0.0,0.55,0.0131,0.57835
collider-linear,8,49,hybrid,HYBRID_ALPHA0.6_BETA0.4,0.6,0.4,100,x2=0.0,0.65,0.01965,0.53501
collider-linear,9,50,hybrid,HYBRID_ALPHA0.6_BETA0.4,0.6,0.4,100,x2=0.0,0.6,0.01721,0.66719
collider-linear,10,51,hybrid,HYBRID_ALPHA0.6_BETA0.4,0.6,0.4,100,x2=0.0,0.5,0.01394,0.59481
collider-linear,1,42,hybrid,HYBRID_ALPHA0.5_BETA0.5,0.5,0.5,100,x2=0.0,0.625,0.02385,0.59203
collider-linear,2,43,hybrid,HYBRID_ALPHA0.5_BETA0.5,0.5,0.5,100,x2=0.0,0.65,0.02403,0.56134
collider-linear,3,44,hybrid,HYBRID_ALPHA0.5_BETA0.5,0.5,0.5,100,x2=0.0,0.55,0.01167,0.6616
collider-linear,4,45,hybrid,HYBRID_ALPHA0.5_BETA0.5,0.5,0.5,100,x2=0.0,0.65,0.02737,0.70456
collider-linear,5,46,hybrid,HYBRID_ALPHA0.5_BETA0.5,0.5,0.5,100,x2=0.0,0.5,0.01787,0.57073
collider-linear,6,47,hybrid,HYBRID_ALPHA0.5_BETA0.5,0.5,0.5,100,x2=0.0,0.525,0.00954,0.52609
collider-linear,7,48,hybrid,HYBRID_ALPHA0.5_BETA0.5,0.5,0.5,100,x2=0.0,0.55,0.01282,0.57465
collider-linear,8,49,hybrid,HYBRID_ALPHA0.5_BETA0.5,0.5,0.5,100,x2=0.0,0.7,0.03692,0.66669
collider-linear,9,50,hybrid,HYBRID_ALPHA0.5_BETA0.5,0.5,0.5,100,x2=0.0,0.625,0.01767,0.67396
collider-linear,10,51,hybrid,HYBRID_ALPHA0.5_BETA0.5,0.5,0.5,100,x2=0.0,0.55,0.01383,0.59315
collider-linear,1,42,hybrid,HYBRID_ALPHA0.4_BETA0.6,0.4,0.6,100,x2=0.0,0.5,0.02213,0.60106
collider-linear,2,43,hybrid,HYBRID_ALPHA0.4_BETA0.6,0.4,0.6,100,x2=0.0,0.675,0.02331,0.55515
collider-linear,3,44,hybrid,HYBRID_ALPHA0.4_BETA0.6,0.4,0.6,100,x2=0.0,0.5,0.01103,0.57542
collider-linear,4,45,hybrid,HYBRID_ALPHA0.4_BETA0.6,0.4,0.6,100,x2=0.0,0.65,0.02807,0.72752
collider-linear,5,46,hybrid,HYBRID_ALPHA0.4_BETA0.6,0.4,0.6,100,x2=0.0,0.5,0.01822,0.5742
collider-linear,6,47,hybrid,HYBRID_ALPHA0.4_BETA0.6,0.4,0.6,100,x2=0.0,0.525,0.01393,0.5124
collider-linear,7,48,hybrid,HYBRID_ALPHA0.4_BETA0.6,0.4,0.6,100,x2=0.0,0.575,0.01275,0.57225
collider-linear,8,49,hybrid,HYBRID_ALPHA0.4_BETA0.6,0.4,0.6,100,x2=0.0,0.6,0.03322,1.12289
collider-linear,9,50,hybrid,HYBRID_ALPHA0.4_BETA0.6,0.4,0.6,100,x2=0.0,0.65,0.01835,0.68456
collider-linear,10,51,hybrid,HYBRID_ALPHA0.4_BETA0.6,0.4,0.6,100,x2=0.0,0.575,0.01414,0.65865
collider-linear,1,42,hybrid,HYBRID_ALPHA0.3_BETA0.7,0.3,0.7,100,x2=0.0,0.55,0.01996,0.58183
collider-linear,2,43,hybrid,HYBRID_ALPHA0.3_BETA0.7,0.3,0.7,100,x2=0.0,0.7,0.02356,0.57979
collider-linear,3,44,hybrid,HYBRID_ALPHA0.3_BETA0.7,0.3,0.7,100,x2=0.0,0.625,0.02675,0.76358
collider-linear,4,45,hybrid,HYBRID_ALPHA0.3_BETA0.7,0.3,0.7,100,x2=0.0,0.65,0.03045,0.73307
collider-linear,5,46,hybrid,HYBRID_ALPHA0.3_BETA0.7,0.3,0.7,100,x2=0.0,0.525,0.02656,0.69302
collider-linear,6,47,hybrid,HYBRID_ALPHA0.3_BETA0.7,0.3,0.7,100,x2=0.0,0.575,0.01065,0.62524
collider-linear,7,48,hybrid,HYBRID_ALPHA0.3_BETA0.7,0.3,0.7,100,x2=0.0,0.55,0.01282,0.56913
collider-linear,8,49,hybrid,HYBRID_ALPHA0.3_BETA0.7,0.3,0.7,100,x2=0.0,0.65,0.02237,0.60142
collider-linear,9,50,hybrid,HYBRID_ALPHA0.3_BETA0.7,0.3,0.7,100,x2=0.0,0.6,0.01536,0.64396
collider-linear,10,51,hybrid,HYBRID_ALPHA0.3_BETA0.7,0.3,0.7,100,x2=0.0,0.525,0.01364,0.56118
collider-linear,1,42,hybrid,HYBRID_ALPHA0.2_BETA0.8,0.2,0.8,100,x2=0.0,0.625,0.04984,1.08023
collider-linear,2,43,hybrid,HYBRID_ALPHA0.2_BETA0.8,0.2,0.8,100,x2=0.0,0.625,0.0202,0.56868
collider-linear,3,44,hybrid,HYBRID_ALPHA0.2_BETA0.8,0.2,0.8,100,x2=0.0,0.625,0.02676,0.76368
collider-linear,4,45,hybrid,HYBRID_ALPHA0.2_BETA0.8,0.2,0.8,100,x2=0.0,0.525,0.01371,0.59632
collider-linear,5,46,hybrid,HYBRID_ALPHA0.2_BETA0.8,0.2,0.8,100,x2=0.0,0.5,0.02525,0.66995
collider-linear,6,47,hybrid,HYBRID_ALPHA0.2_BETA0.8,0.2,0.8,100,x2=0.0,0.525,0.01189,0.52944
collider-linear,7,48,hybrid,HYBRID_ALPHA0.2_BETA0.8,0.2,0.8,100,x2=0.0,0.525,0.01277,0.56963
collider-linear,8,49,hybrid,HYBRID_ALPHA0.2_BETA0.8,0.2,0.8,100,x2=0.0,0.625,0.03177,0.55181
collider-linear,9,50,hybrid,HYBRID_ALPHA0.2_BETA0.8,0.2,0.8,100,x2=0.0,0.55,0.01123,0.51881
collider-linear,10,51,hybrid,HYBRID_ALPHA0.2_BETA0.8,0.2,0.8,100,x2=0.0,0.6,0.01313,0.56557
fork-linear,1,42,mse,MSE,1.0,0.0,50,x2=0.0,0.7,0.04892,0.74252
fork-linear,2,43,mse,MSE,1.0,0.0,50,x2=0.0,0.675,0.04767,0.36542
fork-linear,3,44,mse,MSE,1.0,0.0,50,x2=0.0,0.675,0.01636,0.34592
fork-linear,4,45,mse,MSE,1.0,0.0,50,x2=0.0,0.75,0.06913,0.62972
fork-linear,5,46,mse,MSE,1.0,0.0,50,x2=0.0,0.65,0.02078,0.38917
fork-linear,6,47,mse,MSE,1.0,0.0,50,x2=0.0,0.7,0.04581,2.26831
fork-linear,7,48,mse,MSE,1.0,0.0,50,x2=0.0,0.7,0.0491,0.30054
fork-linear,8,49,mse,MSE,1.0,0.0,50,x2=0.0,0.6,0.02749,0.44529
fork-linear,9,50,mse,MSE,1.0,0.0,50,x2=0.0,0.65,0.03232,0.41261
fork-linear,10,51,mse,MSE,1.0,0.0,50,x2=0.0,0.65,0.03839,0.64214
fork-linear,1,42,hybrid,HYBRID_ALPHA0.9_BETA0.1,0.9,0.1,50,x2=0.0,0.675,0.0464,0.73937
fork-linear,2,43,hybrid,HYBRID_ALPHA0.9_BETA0.1,0.9,0.1,50,x2=0.0,0.6,0.04479,0.36375
fork-linear,3,44,hybrid,HYBRID_ALPHA0.9_BETA0.1,0.9,0.1,50,x2=0.0,0.675,0.01291,0.33859
fork-linear,4,45,hybrid,HYBRID_ALPHA0.9_BETA0.1,0.9,0.1,50,x2=0.0,0.675,0.0521,0.62158
fork-linear,5,46,hybrid,HYBRID_ALPHA0.9_BETA0.1,0.9,0.1,50,x2=0.0,0.725,0.01556,0.41538
fork-linear,6,47,hybrid,HYBRID_ALPHA0.9_BETA0.1,0.9,0.1,50,x2=0.0,0.775,0.05029,1.24531
fork-linear,7,48,hybrid,HYBRID_ALPHA0.9_BETA0.1,0.9,0.1,50,x2=0.0,0.65,0.04709,0.34773
fork-linear,8,49,hybrid,HYBRID_ALPHA0.9_BETA0.1,0.9,0.1,50,x2=0.0,0.6,0.02734,0.45856
fork-linear,9,50,hybrid,HYBRID_ALPHA0.9_BETA0.1,0.9,0.1,50,x2=0.0,0.6,0.02783,0.4283
fork-linear,10,51,hybrid,HYBRID_ALPHA0.9_BETA0.1,0.9,0.1,50,x2=0.0,0.675,0.03904,0.60905
fork-linear,1,42,hybrid,HYBRID_ALPHA0.8_BETA0.2,0.8,0.2,50,x2=0.0,0.775,0.05888,0.75406
fork-linear,2,43,hybrid,HYBRID_ALPHA0.8_BETA0.2,0.8,0.2,50,x2=0.0,0.6,0.02492,0.36654
fork-linear,3,44,hybrid,HYBRID_ALPHA0.8_BETA0.2,0.8,0.2,50,x2=0.0,0.55,0.0115,0.34257
fork-linear,4,45,hybrid,HYBRID_ALPHA0.8_BETA0.2,0.8,0.2,50,x2=0.0,0.725,0.05245,0.64255
fork-linear,5,46,hybrid,HYBRID_ALPHA0.8_BETA0.2,0.8,0.2,50,x2=0.0,0.6,0.01478,0.33319
fork-linear,6,47,hybrid,HYBRID_ALPHA0.8_BETA0.2,0.8,0.2,50,x2=0.0,0.8,0.05366,0.45491
fork-linear,7,48,hybrid,HYBRID_ALPHA0.8_BETA0.2,0.8,0.2,50,x2=0.0,0.675,0.04645,1.09297
fork-linear,8,49,hybrid,HYBRID_ALPHA0.8_BETA0.2,0.8,0.2,50,x2=0.0,0.5,0.02783,0.47116
fork-linear,9,50,hybrid,HYBRID_ALPHA0.8_BETA0.2,0.8,0.2,50,x2=0.0,0.6,0.02373,0.39243
fork-linear,10,51,hybrid,HYBRID_ALPHA0.8_BETA0.2,0.8,0.2,50,x2=0.0,0.625,0.01961,1.20383
fork-linear,1,42,hybrid,HYBRID_ALPHA0.7_BETA0.3,0.7,0.3,50,x2=0.0,0.75,0.04969,0.71292
fork-linear,2,43,hybrid,HYBRID_ALPHA0.7_BETA0.3,0.7,0.3,50,x2=0.0,0.625,0.02854,0.38038
fork-linear,3,44,hybrid,HYBRID_ALPHA0.7_BETA0.3,0.7,0.3,50,x2=0.0,0.65,0.01154,0.31065
fork-linear,4,45,hybrid,HYBRID_ALPHA0.7_BETA0.3,0.7,0.3,50,x2=0.0,0.7,0.05282,0.44102
fork-linear,5,46,hybrid,HYBRID_ALPHA0.7_BETA0.3,0.7,0.3,50,x2=0.0,0.625,0.01935,0.30735
fork-linear,6,47,hybrid,HYBRID_ALPHA0.7_BETA0.3,0.7,0.3,50,x2=0.0,0.675,0.04858,0.37723
fork-linear,7,48,hybrid,HYBRID_ALPHA0.7_BETA0.3,0.7,0.3,50,x2=0.0,0.7,0.04635,2.07398
fork-linear,8,49,hybrid,HYBRID_ALPHA0.7_BETA0.3,0.7,0.3,50,x2=0.0,0.65,0.02136,0.44697
fork-linear,9,50,hybrid,HYBRID_ALPHA0.7_BETA0.3,0.7,0.3,50,x2=0.0,0.6,0.04186,0.68061
fork-linear,10,51,hybrid,HYBRID_ALPHA0.7_BETA0.3,0.7,0.3,50,x2=0.0,0.6,0.01876,1.52724
fork-linear,1,42,hybrid,HYBRID_ALPHA0.6_BETA0.4,0.6,0.4,50,x2=0.0,0.8,0.05043,0.71588
fork-linear,2,43,hybrid,HYBRID_ALPHA0.6_BETA0.4,0.6,0.4,50,x2=0.0,0.675,0.02837,0.3835
fork-linear,3,44,hybrid,HYBRID_ALPHA0.6_BETA0.4,0.6,0.4,50,x2=0.0,0.575,0.01605,0.3726
fork-linear,4,45,hybrid,HYBRID_ALPHA0.6_BETA0.4,0.6,0.4,50,x2=0.0,0.75,0.0627,0.65548
fork-linear,5,46,hybrid,HYBRID_ALPHA0.6_BETA0.4,0.6,0.4,50,x2=0.0,0.65,0.01916,0.29917
fork-linear,6,47,hybrid,HYBRID_ALPHA0.6_BETA0.4,0.6,0.4,50,x2=0.0,0.725,0.03538,0.36192
fork-linear,7,48,hybrid,HYBRID_ALPHA0.6_BETA0.4,0.6,0.4,50,x2=0.0,0.725,0.04693,0.63351
fork-linear,8,49,hybrid,HYBRID_ALPHA0.6_BETA0.4,0.6,0.4,50,x2=0.0,0.75,0.02528,0.44355
fork-linear,9,50,hybrid,HYBRID_ALPHA0.6_BETA0.4,0.6,0.4,50,x2=0.0,0.625,0.03945,0.69571
fork-linear,10,51,hybrid,HYBRID_ALPHA0.6_BETA0.4,0.6,0.4,50,x2=0.0,0.575,0.02735,1.20136
fork-linear,1,42,hybrid,HYBRID_ALPHA0.5_BETA0.5,0.5,0.5,50,x2=0.0,0.725,0.04917,0.70118
fork-linear,2,43,hybrid,HYBRID_ALPHA0.5_BETA0.5,0.5,0.5,50,x2=0.0,0.8,0.02992,0.38287
fork-linear,3,44,hybrid,HYBRID_ALPHA0.5_BETA0.5,0.5,0.5,50,x2=0.0,0.525,0.01782,0.38922
fork-linear,4,45,hybrid,HYBRID_ALPHA0.5_BETA0.5,0.5,0.5,50,x2=0.0,0.8,0.06581,0.65773
fork-linear,5,46,hybrid,HYBRID_ALPHA0.5_BETA0.5,0.5,0.5,50,x2=0.0,0.675,0.01851,0.3578
fork-linear,6,47,hybrid,HYBRID_ALPHA0.5_BETA0.5,0.5,0.5,50,x2=0.0,0.625,0.03366,0.59824
fork-linear,7,48,hybrid,HYBRID_ALPHA0.5_BETA0.5,0.5,0.5,50,x2=0.0,0.725,0.04695,0.48392
fork-linear,8,49,hybrid,HYBRID_ALPHA0.5_BETA0.5,0.5,0.5,50,x2=0.0,0.75,0.02601,0.42346
fork-linear,9,50,hybrid,HYBRID_ALPHA0.5_BETA0.5,0.5,0.5,50,x2=0.0,0.775,0.04457,0.65954
fork-linear,10,51,hybrid,HYBRID_ALPHA0.5_BETA0.5,0.5,0.5,50,x2=0.0,0.575,0.0179,1.66215
fork-linear,1,42,hybrid,HYBRID_ALPHA0.4_BETA0.6,0.4,0.6,50,x2=0.0,0.75,0.05158,0.78276
fork-linear,2,43,hybrid,HYBRID_ALPHA0.4_BETA0.6,0.4,0.6,50,x2=0.0,0.8,0.05388,0.35637
fork-linear,3,44,hybrid,HYBRID_ALPHA0.4_BETA0.6,0.4,0.6,50,x2=0.0,0.625,0.01489,0.38997
fork-linear,4,45,hybrid,HYBRID_ALPHA0.4_BETA0.6,0.4,0.6,50,x2=0.0,0.825,0.06598,0.68836
fork-linear,5,46,hybrid,HYBRID_ALPHA0.4_BETA0.6,0.4,0.6,50,x2=0.0,0.65,0.02139,0.3176
fork-linear,6,47,hybrid,HYBRID_ALPHA0.4_BETA0.6,0.4,0.6,50,x2=0.0,0.65,0.02115,0.38216
fork-linear,7,48,hybrid,HYBRID_ALPHA0.4_BETA0.6,0.4,0.6,50,x2=0.0,0.7,0.04731,0.34077
fork-linear,8,49,hybrid,HYBRID_ALPHA0.4_BETA0.6,0.4,0.6,50,x2=0.0,0.625,0.03196,0.50806
fork-linear,9,50,hybrid,HYBRID_ALPHA0.4_BETA0.6,0.4,0.6,50,x2=0.0,0.725,0.04483,0.65697
fork-linear,10,51,hybrid,HYBRID_ALPHA0.4_BETA0.6,0.4,0.6,50,x2=0.0,0.65,0.02168,2.38659
fork-linear,1,42,hybrid,HYBRID_ALPHA0.3_BETA0.7,0.3,0.7,50,x2=0.0,0.75,0.05594,0.75416
fork-linear,2,43,hybrid,HYBRID_ALPHA0.3_BETA0.7,0.3,0.7,50,x2=0.0,0.725,0.03445,0.42468
fork-linear,3,44,hybrid,HYBRID_ALPHA0.3_BETA0.7,0.3,0.7,50,x2=0.0,0.525,0.02553,1.16128
fork-linear,4,45,hybrid,HYBRID_ALPHA0.3_BETA0.7,0.3,0.7,50,x2=0.0,0.8,0.06865,0.68883
fork-linear,5,46,hybrid,HYBRID_ALPHA0.3_BETA0.7,0.3,0.7,50,x2=0.0,0.675,0.024,0.34015
fork-linear,6,47,hybrid,HYBRID_ALPHA0.3_BETA0.7,0.3,0.7,50,x2=0.0,0.675,0.02462,0.70354
fork-linear,7,48,hybrid,HYBRID_ALPHA0.3_BETA0.7,0.3,0.7,50,x2=0.0,0.7,0.05112,0.26418
fork-linear,8,49,hybrid,HYBRID_ALPHA0.3_BETA0.7,0.3,0.7,50,x2=0.0,0.65,0.01657,0.36785
fork-linear,9,50,hybrid,HYBRID_ALPHA0.3_BETA0.7,0.3,0.7,50,x2=0.0,0.75,0.04476,0.68442
fork-linear,10,51,hybrid,HYBRID_ALPHA0.3_BETA0.7,0.3,0.7,50,x2=0.0,0.625,0.01677,3.4992
fork-linear,1,42,hybrid,HYBRID_ALPHA0.2_BETA0.8,0.2,0.8,50,x2=0.0,0.75,0.04751,0.60663
fork-linear,2,43,hybrid,HYBRID_ALPHA0.2_BETA0.8,0.2,0.8,50,x2=0.0,0.725,0.03123,0.37858
fork-linear,3,44,hybrid,HYBRID_ALPHA0.2_BETA0.8,0.2,0.8,50,x2=0.0,0.65,0.02985,3.27759
fork-linear,4,45,hybrid,HYBRID_ALPHA0.2_BETA0.8,0.2,0.8,50,x2=0.0,0.725,0.06598,0.66406
fork-linear,5,46,hybrid,HYBRID_ALPHA0.2_BETA0.8,0.2,0.8,50,x2=0.0,0.7,0.01779,0.36011
fork-linear,6,47,hybrid,HYBRID_ALPHA0.2_BETA0.8,0.2,0.8,50,x2=0.0,0.775,0.05963,0.75203
fork-linear,7,48,hybrid,HYBRID_ALPHA0.2_BETA0.8,0.2,0.8,50,x2=0.0,0.675,0.0499,0.37129
fork-linear,8,49,hybrid,HYBRID_ALPHA0.2_BETA0.8,0.2,0.8,50,x2=0.0,0.775,0.03749,0.49238
fork-linear,9,50,hybrid,HYBRID_ALPHA0.2_BETA0.8,0.2,0.8,50,x2=0.0,0.675,0.01824,0.40943
fork-linear,10,51,hybrid,HYBRID_ALPHA0.2_BETA0.8,0.2,0.8,50,x2=0.0,0.7,0.01833,1.68041
fork-linear,1,42,mse,MSE,1.0,0.0,100,x2=0.0,0.525,0.01306,0.27802
fork-linear,2,43,mse,MSE,1.0,0.0,100,x2=0.0,0.625,0.0191,0.27267
fork-linear,3,44,mse,MSE,1.0,0.0,100,x2=0.0,0.55,0.01426,0.29816
fork-linear,4,45,mse,MSE,1.0,0.0,100,x2=0.0,0.525,0.01622,0.27369
fork-linear,5,46,mse,MSE,1.0,0.0,100,x2=0.0,0.55,0.01552,0.26068
fork-linear,6,47,mse,MSE,1.0,0.0,100,x2=0.0,0.575,0.01288,0.24061
fork-linear,7,48,mse,MSE,1.0,0.0,100,x2=0.0,0.6,0.01474,0.26503
fork-linear,8,49,mse,MSE,1.0,0.0,100,x2=0.0,0.575,0.02868,0.35825
fork-linear,9,50,mse,MSE,1.0,0.0,100,x2=0.0,0.65,0.03219,0.55615
fork-linear,10,51,mse,MSE,1.0,0.0,100,x2=0.0,0.5,0.01242,0.28437
fork-linear,1,42,hybrid,HYBRID_ALPHA0.9_BETA0.1,0.9,0.1,100,x2=0.0,0.6,0.01072,0.38497
fork-linear,2,43,hybrid,HYBRID_ALPHA0.9_BETA0.1,0.9,0.1,100,x2=0.0,0.55,0.01708,0.27499
fork-linear,3,44,hybrid,HYBRID_ALPHA0.9_BETA0.1,0.9,0.1,100,x2=0.0,0.525,0.01112,0.29064
fork-linear,4,45,hybrid,HYBRID_ALPHA0.9_BETA0.1,0.9,0.1,100,x2=0.0,0.525,0.01174,0.31488
fork-linear,5,46,hybrid,HYBRID_ALPHA0.9_BETA0.1,0.9,0.1,100,x2=0.0,0.6,0.01389,0.26721
fork-linear,6,47,hybrid,HYBRID_ALPHA0.9_BETA0.1,0.9,0.1,100,x2=0.0,0.575,0.01078,0.28812
fork-linear,7,48,hybrid,HYBRID_ALPHA0.9_BETA0.1,0.9,0.1,100,x2=0.0,0.575,0.01267,0.26575
fork-linear,8,49,hybrid,HYBRID_ALPHA0.9_BETA0.1,0.9,0.1,100,x2=0.0,0.55,0.02845,0.33637
fork-linear,9,50,hybrid,HYBRID_ALPHA0.9_BETA0.1,0.9,0.1,100,x2=0.0,0.625,0.00874,0.25009
fork-linear,10,51,hybrid,HYBRID_ALPHA0.9_BETA0.1,0.9,0.1,100,x2=0.0,0.6,0.01107,0.29938
fork-linear,1,42,hybrid,HYBRID_ALPHA0.8_BETA0.2,0.8,0.2,100,x2=0.0,0.6,0.01048,0.37151
fork-linear,2,43,hybrid,HYBRID_ALPHA0.8_BETA0.2,0.8,0.2,100,x2=0.0,0.625,0.0188,0.31983
fork-linear,3,44,hybrid,HYBRID_ALPHA0.8_BETA0.2,0.8,0.2,100,x2=0.0,0.575,0.00978,0.27773
fork-linear,4,45,hybrid,HYBRID_ALPHA0.8_BETA0.2,0.8,0.2,100,x2=0.0,0.55,0.01096,0.29333
fork-linear,5,46,hybrid,HYBRID_ALPHA0.8_BETA0.2,0.8,0.2,100,x2=0.0,0.575,0.01307,0.27279
fork-linear,6,47,hybrid,HYBRID_ALPHA0.8_BETA0.2,0.8,0.2,100,x2=0.0,0.625,0.00966,0.30159
fork-linear,7,48,hybrid,HYBRID_ALPHA0.8_BETA0.2,0.8,0.2,100,x2=0.0,0.6,0.01218,0.26551
fork-linear,8,49,hybrid,HYBRID_ALPHA0.8_BETA0.2,0.8,0.2,100,x2=0.0,0.525,0.02768,0.3387
fork-linear,9,50,hybrid,HYBRID_ALPHA0.8_BETA0.2,0.8,0.2,100,x2=0.0,0.65,0.03103,0.55609
fork-linear,10,51,hybrid,HYBRID_ALPHA0.8_BETA0.2,0.8,0.2,100,x2=0.0,0.525,0.01257,0.28486
fork-linear,1,42,hybrid,HYBRID_ALPHA0.7_BETA0.3,0.7,0.3,100,x2=0.0,0.675,0.01131,0.31609
fork-linear,2,43,hybrid,HYBRID_ALPHA0.7_BETA0.3,0.7,0.3,100,x2=0.0,0.625,0.01838,0.32208
fork-linear,3,44,hybrid,HYBRID_ALPHA0.7_BETA0.3,0.7,0.3,100,x2=0.0,0.55,0.01014,0.27378
fork-linear,4,45,hybrid,HYBRID_ALPHA0.7_BETA0.3,0.7,0.3,100,x2=0.0,0.525,0.01103,0.28459
fork-linear,5,46,hybrid,HYBRID_ALPHA0.7_BETA0.3,0.7,0.3,100,x2=0.0,0.55,0.01199,0.29541
fork-linear,6,47,hybrid,HYBRID_ALPHA0.7_BETA0.3,0.7,0.3,100,x2=0.0,0.625,0.00954,0.31395
fork-linear,7,48,hybrid,HYBRID_ALPHA0.7_BETA0.3,0.7,0.3,100,x2=0.0,0.575,0.01201,0.26844
fork-linear,8,49,hybrid,HYBRID_ALPHA0.7_BETA0.3,0.7,0.3,100,x2=0.0,0.575,0.02697,0.33237
fork-linear,9,50,hybrid,HYBRID_ALPHA0.7_BETA0.3,0.7,0.3,100,x2=0.0,0.575,0.02848,0.52974
