Experiment,Seed,Loss,Conf,Alpha,Beta,N,MSE Y,MAE Y,"HSIC(Y,X)",MSE Z,MAE Z,"HSIC(Z,X)","HSIC(Z,Y)",dHSIC Total,MMD,RF Acc
16,57,hybrid,HYBRID_ALPHA0.7_BETA0.3,0.7,0.3,50,0.8798,0.74695,0.03036,1.05581,0.77862,0.03174,0.10927,0.00163,0.06059,0.675
16,57,hybrid,HYBRID_ALPHA0.8_BETA0.2,0.8,0.2,50,0.87993,0.74922,0.03039,1.05667,0.77767,0.03233,0.10671,0.00159,0.06083,0.675
16,57,hybrid,HYBRID_ALPHA0.9_BETA0.1,0.9,0.1,50,1.00829,0.78744,0.02705,1.06718,0.78156,0.03416,0.10689,0.00163,0.06132,0.725
16,57,hybrid,HYBRID_ALPHA0.1_BETA0.9,0.1,0.9,100,0.80108,0.66292,0.08987,1.40065,0.98945,0.03557,0.14375,0.0047,0.08021,0.75
16,57,hybrid,HYBRID_ALPHA0.2_BETA0.8,0.2,0.8,100,1.01386,0.78329,0.18005,1.41924,0.99795,0.03418,0.15405,0.00442,0.0911,0.75
16,57,hybrid,HYBRID_ALPHA0.3_BETA0.7,0.3,0.7,100,1.02688,0.77429,0.18372,1.3957,0.99023,0.03338,0.15042,0.0046,0.09079,0.725
16,57,hybrid,HYBRID_ALPHA0.4_BETA0.6,0.4,0.6,100,1.02968,0.75883,0.18209,1.34006,0.96421,0.03272,0.14553,0.00474,0.09008,0.725
16,57,hybrid,HYBRID_ALPHA0.5_BETA0.5,0.5,0.5,100,0.9527,0.72091,0.15563,1.29269,0.946,0.03198,0.13429,0.00417,0.08542,0.675
16,57,hybrid,HYBRID_ALPHA0.6_BETA0.4,0.6,0.4,100,0.87804,0.67942,0.11258,1.25208,0.91135,0.03182,0.13826,0.00388,0.08267,0.725
16,57,hybrid,HYBRID_ALPHA0.7_BETA0.3,0.7,0.3,100,0.83182,0.66707,0.08592,1.21721,0.89483,0.03595,0.13264,0.00388,0.07972,0.7
16,57,hybrid,HYBRID_ALPHA0.8_BETA0.2,0.8,0.2,100,0.57762,0.61215,0.03997,1.17663,0.87024,0.03342,0.13203,0.00387,0.07051,0.625
16,57,hybrid,HYBRID_ALPHA0.9_BETA0.1,0.9,0.1,100,0.5895,0.62442,0.039,1.1779,0.86634,0.03377,0.1312,0.00295,0.06738,0.575
16,57,hybrid,HYBRID_ALPHA0.1_BETA0.9,0.1,0.9,300,0.64312,0.65742,0.02256,1.40876,1.0023,0.05105,0.12466,0.00298,0.053,0.625
